code,nums,totalReturn,maxDrawDown,mddStart,mddEnd,maxDrawup,mduStart,mduEnd,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,sdday,maxupday,permaxupday,offsdupday,maxdownday,permaxdownday,offsddownday,sdweek,maxupweek,permaxupweek,offsdupweek,maxdownweek,permaxdownweek,offsddownweek,sdmonth,maxupmonth,permaxupmonth,offsdupmonth,maxdownmonth,permaxdownmonth,offsddownmonth,sdyear,maxupyear,permaxupyear,offsdupyear,maxdownyear,permaxdownyear,offsddownyear,tags,createtime
004180,432,0.062500,0.020818,20200429,20200713,0.080642,20181226,20200429,0.571200,0.035423,0.009494,0.000385,0.429423,2.756164,0.019617,20200407,0.004496,-0.770830,20200602,-0.003723,-1.189788,0.001456,20190107,0.004429,2.041680,20200601,-0.008377,-6.752831,0.004964,20190102,0.013957,1.811368,20200506,-0.007307,-2.471917,0.032875,20190102,0.047399,0.441807,20181226,0.000907,-0.972407,开放式;债券型 ;低风险,20170118
004181,432,0.062500,0.020818,20200429,20200713,0.080642,20181226,20200429,0.571200,0.035423,0.009494,0.000385,0.429423,2.756164,0.019617,20200407,0.004496,-0.770830,20200602,-0.003723,-1.189788,0.001456,20190107,0.004429,2.041680,20200601,-0.008377,-6.752831,0.004964,20190102,0.013957,1.811368,20200506,-0.007307,-2.471917,0.032875,20190102,0.047399,0.441807,20181226,0.000907,-0.972407,开放式;债券型 ;低风险,20170118
004182,798,-0.015900,0.136887,20180126,20181226,0.140493,20181226,20200225,-0.444278,-0.004741,0.078197,0.001107,0.907850,2.408219,0.033274,20190225,0.025869,-0.222564,20200203,-0.037195,-2.117825,0.009907,20200203,0.032947,2.325670,20180205,-0.075269,-8.597548,0.016720,20190201,0.044481,1.660414,20200302,-0.035345,-3.113999,0.091788,20190102,0.073795,-0.196025,20180102,-0.107157,-2.167444,开放式;混合型 ;高风险,20170525
004183,814,1.068700,0.359456,20180123,20190102,1.706928,20190102,20200805,1.286954,0.322643,0.227392,0.101346,0.942130,2.367123,0.318348,20190225,0.057366,-0.819801,20200203,-0.069550,-1.218471,0.026505,20200203,0.092605,2.493813,20180205,-0.092411,-4.486521,0.064307,20200701,0.200141,2.112269,20181203,-0.102112,-2.587884,0.521534,20190102,0.723016,0.386325,20180102,-0.319633,-1.612871,开放式;混合型 ;高风险,20170609
004189,306,0.577409,0.136849,20200305,20200323,0.747289,20200203,20200828,1.984245,0.464217,0.218832,0.045375,0.322105,2.602740,0.213013,20200305,0.042039,-0.802644,20200716,-0.074627,-1.350339,0.024828,20200629,0.066340,1.672002,20200120,-0.054068,-3.177714,0.049598,20200701,0.131472,1.650756,20191101,-0.033793,-1.681331,nan,20190704,0.068699,nan,20190704,0.068699,nan,开放式;股票型 ;高风险,20170315
004190,876,0.616000,0.293531,20180124,20190103,0.878097,20190103,20200902,0.732213,0.169307,0.190255,0.027328,0.891150,2.693151,0.165312,20190225,0.053449,-0.676678,20200203,-0.078970,-1.477706,0.021156,20200629,0.068796,2.251826,20180205,-0.096628,-5.567392,0.045854,20200701,0.132803,1.896203,20200302,-0.073835,-2.610217,0.332721,20190102,0.425626,0.279230,20180102,-0.233361,-1.701373,开放式;股票型 ;高风险,20170210
004191,876,0.597100,0.296101,20180124,20190103,0.865662,20190103,20200902,0.704797,0.164113,0.190286,0.025927,0.891150,2.693151,0.161020,20190225,0.053549,-0.667437,20200203,-0.079130,-1.491433,0.021160,20200629,0.068725,2.247948,20180205,-0.096680,-5.569113,0.045840,20200701,0.132528,1.891120,20200302,-0.074065,-2.615743,0.331653,20190102,0.420027,0.266463,20180102,-0.236281,-1.712434,开放式;股票型 ;高风险,20170210
004192,826,0.249900,0.374947,20171013,20181018,0.791930,20181018,20200713,0.203118,0.074037,0.216805,0.017603,0.931229,2.430137,0.132675,20190225,0.047397,-0.642758,20200203,-0.080567,-1.607251,0.023884,20200203,0.070124,1.936027,20180205,-0.073307,-4.069301,0.051875,20190201,0.135330,1.608748,20200302,-0.090586,-2.746229,0.311560,20190102,0.286129,-0.081625,20180102,-0.320367,-2.028267,开放式;股票型 ;高风险,20170517
004193,826,0.243600,0.377422,20171013,20181018,0.779372,20181018,20200713,0.194510,0.072170,0.216803,0.017648,0.931229,2.430137,0.132844,20190225,0.047331,-0.643709,20200203,-0.080653,-1.607128,0.023887,20200203,0.070073,1.933568,20180205,-0.073455,-4.075119,0.051756,20190201,0.134982,1.608036,20200302,-0.090743,-2.753280,0.311631,20190102,0.280789,-0.098967,20180102,-0.322860,-2.036036,开放式;股票型 ;高风险,20170517
004194,880,0.273400,0.396080,20170413,20181018,1.230732,20181018,20200902,0.209376,0.076351,0.221378,0.024046,0.914761,2.635617,0.155069,20181022,0.046616,-0.699388,20200203,-0.080529,-1.519313,0.024503,20200203,0.075006,2.061019,20181008,-0.073146,-3.985143,0.057906,20190201,0.146018,1.521623,20200302,-0.088221,-2.523509,0.381543,20190102,0.440192,0.153716,20180102,-0.303529,-1.795531,开放式;股票型 ;高风险,20170303
004195,880,0.269400,0.390753,20170413,20181018,1.213628,20181018,20200902,0.204208,0.075234,0.221510,0.023596,0.914761,2.635617,0.153609,20181022,0.046393,-0.697977,20200203,-0.080659,-1.525091,0.024578,20200203,0.074926,2.048484,20181008,-0.073088,-3.973681,0.057920,20190201,0.145493,1.511956,20200302,-0.088579,-2.529339,0.378733,20190102,0.434481,0.147194,20180102,-0.306452,-1.809149,开放式;股票型 ;高风险,20170303
004196,196,0.240000,0.019169,20200430,20200717,0.254509,20170616,20200430,1.139710,0.071510,0.036422,0.006946,0.222727,2.410959,0.083340,20200410,0.009756,-0.882937,20200710,-0.007270,-1.087230,0.000348,20190630,0.003463,8.951071,20200525,-0.002400,-7.896092,0.004818,20200403,0.017886,2.712203,20171103,-0.002857,-1.593047,0.041396,20180105,0.096470,1.330420,20170524,0.014000,-0.661802,开放式;债券型 ;低风险,20170524
004197,196,0.226000,0.019370,20200430,20200717,0.241483,20170616,20200430,1.031412,0.067339,0.036202,0.006263,0.222727,2.410959,0.079138,20200410,0.009852,-0.875506,20200710,-0.008163,-1.103153,0.000362,20190630,0.003578,8.873585,20200525,-0.002425,-7.692513,0.004676,20200403,0.017241,2.687238,20171103,-0.003945,-1.843629,0.040464,20180105,0.092718,1.291382,20170524,0.012000,-0.703440,开放式;债券型 ;低风险,20170524
004200,834,0.190181,0.012409,20171009,20171129,0.192446,20170512,20200930,2.520151,0.053111,0.009170,0.004243,0.866944,2.635617,0.065137,20180418,0.006599,-0.898695,20170512,-0.002299,-1.035292,0.001383,20180416,0.006506,3.705309,20200601,-0.004637,-4.353855,0.004554,20180702,0.015621,2.430228,20171101,-0.006438,-2.413813,0.039535,20180102,0.082472,1.086072,20170303,0.005599,-0.858366,开放式;债券型 ;低风险,20170303
004202,774,0.215700,0.021219,20200305,20200319,0.218400,20170714,20200901,1.245494,0.067062,0.029757,0.004367,0.933655,2.271233,0.066086,20190722,0.024544,-0.628606,20200716,-0.008827,-1.133564,0.003148,20190617,0.014606,3.640054,20180205,-0.010621,-4.373892,0.008236,20200701,0.029788,2.616768,20190401,-0.006546,-1.794846,0.055999,20190102,0.105775,0.888876,20180102,0.006022,-0.892457,开放式;混合型 ;高风险,20170714
004205,825,-0.256400,0.361427,20171113,20190103,0.137774,20190103,20200714,-0.715097,-0.076397,0.148787,0.013688,0.937500,2.410959,0.116994,20180629,0.037150,-0.682465,20180209,-0.045626,-1.389985,0.018514,20181029,0.051890,1.802694,20180205,-0.124124,-7.704201,0.028476,20171009,0.048036,0.686908,20181008,-0.069736,-3.448966,0.205795,20190102,0.075065,-0.635245,20180102,-0.297577,-2.445986,开放式;混合型 ;高风险,20170524
004206,860,0.159000,0.289736,20171113,20181018,0.562279,20181016,20200818,0.116356,0.043181,0.113280,0.009690,0.860861,2.736986,0.098438,20181022,0.039729,-0.596402,20181011,-0.049541,-1.503270,0.013849,20200203,0.054561,2.939746,20180205,-0.062383,-5.504550,0.031089,20200203,0.119817,2.854010,20200302,-0.051181,-2.646274,0.223157,20190102,0.191242,-0.143018,20180102,-0.246472,-2.104476,开放式;混合型 ;高风险,20170125
004209,862,0.385900,0.311776,20180123,20190103,0.702404,20190103,20200828,0.360579,0.109273,0.219851,0.020211,0.913136,2.586301,0.142167,20190225,0.051743,-0.636038,20200203,-0.088650,-1.623564,0.023940,20180917,0.059239,1.474476,20180205,-0.101907,-5.256763,0.049417,20190201,0.136899,1.770266,20200302,-0.105502,-3.134904,0.354000,20190102,0.461628,0.304032,20180102,-0.245794,-1.694334,开放式;混合型 ;高风险,20170321
004211,634,0.105300,0.234199,20200225,20200413,0.633931,20181018,20200713,0.038465,0.039420,0.244896,0.011727,0.851007,2.041096,0.108292,20200204,0.054040,-0.500977,20200203,-0.080193,-1.740528,0.030465,20200203,0.189707,5.227036,20200713,-0.132333,-5.343765,0.063150,20200203,0.218734,2.463720,20200302,-0.161437,-3.556407,0.209973,20190102,0.157747,-0.248728,20180129,-0.139200,-1.662941,开放式;混合型 ;高风险,20180129
004212,851,0.390000,0.316181,20180126,20181018,0.834521,20181018,20200714,0.414065,0.110520,0.194463,0.020670,0.902439,2.583562,0.143772,20190225,0.048279,-0.664198,20200203,-0.080448,-1.559558,0.020803,20200203,0.061143,1.939156,20180205,-0.089944,-5.323643,0.049539,20190201,0.135635,1.737924,20200302,-0.089546,-2.807584,0.332385,20190102,0.422982,0.272566,20180102,-0.241300,-1.725966,开放式;混合型 ;高风险,20170322
004218,321,0.208367,0.034400,20200122,20200203,0.248585,20190617,20200715,1.963371,0.160452,0.066443,0.005209,0.348156,2.526027,0.072175,20200205,0.016350,-0.773467,20200203,-0.025205,-1.349225,0.008041,20200203,0.043287,4.383571,20200224,-0.012621,-2.569730,0.014624,20200203,0.041371,1.828950,20190701,-0.008584,-1.586976,nan,20190614,0.073445,nan,20190614,0.073445,nan,开放式;混合型 ;高风险,20170412
004219,651,0.084000,0.017745,20200424,20200907,0.100882,20170505,20200424,-0.432820,0.024489,0.012733,0.000261,0.717751,2.484931,0.016142,20170526,0.013871,-0.140674,20200602,-0.003023,-1.187251,0.000889,20180507,0.004251,3.783156,20200601,-0.005770,-7.492790,0.003608,20170505,0.017832,3.941860,20200601,-0.004213,-2.167623,0.013415,20170427,0.038800,1.892368,20190102,0.012485,-0.069309,开放式;混合型 ;高风险,20170427
004220,914,0.092230,0.011325,20200430,20200714,0.106684,20170208,20200430,-0.846082,0.024753,0.006202,0.001104,0.352216,7.109589,0.033229,20180418,0.003829,-0.884764,20170207,-0.001860,-1.055974,0.001043,20180416,0.004627,3.436590,20200601,-0.004401,-5.220059,0.003075,20200401,0.009253,2.008940,20200506,-0.003911,-2.271717,0.013915,20180102,0.038907,1.796049,20170109,0.011121,-0.200786,开放式;债券型 ;低风险,20100628
004221,914,0.015461,0.353616,20170109,20190103,0.705247,20190103,20200824,-0.144016,0.004150,0.179498,0.010599,0.372757,6.717808,0.102951,20181022,0.036520,-0.645270,20200203,-0.072727,-1.706426,0.020614,20200706,0.065098,2.157911,20180205,-0.081940,-4.974935,0.046167,20200701,0.115164,1.494490,20200302,-0.092849,-3.011135,0.233901,20190102,0.198164,-0.152788,20180102,-0.250994,-2.073076,开放式;混合型 ;高风险,20101118
004222,690,0.082200,0.180320,20190312,20190722,0.468876,20181011,20200713,-0.005347,0.029101,0.168153,0.007197,1.005831,1.879452,0.084835,20190225,0.061445,-0.275709,20200203,-0.050798,-1.598787,0.019054,20200203,0.075969,2.987081,20200713,-0.091258,-5.789506,0.042316,20200203,0.110314,1.606934,20200302,-0.080293,-2.897491,0.088433,20190102,0.061066,-0.309467,20180102,-0.111872,-2.265046,开放式;债券型 ;低风险,20171204
004223,806,0.715585,0.271550,20171120,20180209,0.802659,20170616,20200708,0.766098,0.217295,0.244479,0.037014,0.931792,2.369863,0.192391,20171110,0.441867,1.296709,20180206,-0.073798,-1.383584,0.036409,20171106,0.441867,11.136213,20180205,-0.085835,-3.357512,0.091662,20171101,0.551821,5.020161,20180102,-0.093833,-2.023685,0.314395,20170616,0.571529,0.817868,20180102,-0.017637,-1.056099,开放式;混合型 ;高风险,20170608
004224,843,0.177000,0.455955,20170414,20181018,1.398026,20181018,20200818,0.073139,0.049620,0.268254,0.023249,0.880878,2.621918,0.152476,20200708,0.074782,-0.509546,20200203,-0.090210,-1.591635,0.029026,20200706,0.139566,3.808304,20181008,-0.097477,-4.358255,0.080402,20200701,0.283320,2.523782,20180601,-0.113091,-2.406564,0.309475,20190102,0.280428,-0.093859,20180102,-0.316025,-2.021167,开放式;混合型 ;高风险,20170308
004225,865,0.245575,0.039731,20180123,20180209,0.247575,20170120,20200918,1.114113,0.066446,0.032713,0.002855,0.861554,2.750685,0.053432,20180222,0.008432,-0.842184,20180207,-0.012489,-1.233726,0.004394,20200323,0.017379,2.955521,20180205,-0.038595,-9.784276,0.009644,20200701,0.030032,2.114210,20180201,-0.026381,-3.735573,0.027332,20170120,0.072693,1.659630,20180102,0.019832,-0.274386,开放式;混合型 ;高风险,20170120
004226,865,0.241676,0.039858,20180123,20180209,0.243776,20170120,20200918,1.080458,0.065390,0.032755,0.002749,0.861554,2.750685,0.052433,20180118,0.008399,-0.839820,20180207,-0.012500,-1.238400,0.004390,20200323,0.017251,2.929793,20180205,-0.038633,-9.800904,0.009669,20200701,0.030039,2.106600,20180201,-0.026587,-3.749655,0.027275,20170120,0.071693,1.628552,20180102,0.018919,-0.306355,开放式;混合型 ;高风险,20170120
004227,805,0.148400,0.030580,20200305,20200629,0.167500,20170525,20200803,0.497654,0.044253,0.028641,0.001776,0.915813,2.408219,0.042146,20200706,0.015357,-0.635625,20200203,-0.009617,-1.228188,0.003274,20200706,0.016726,4.109120,20200713,-0.010592,-4.235470,0.011102,20200701,0.054436,3.903269,20200302,-0.016819,-2.514931,0.027445,20190102,0.061645,1.246143,20170525,0.012600,-0.540893,开放式;混合型 ;高风险,20170525
004228,805,0.134200,0.031267,20200305,20200629,0.153800,20170525,20200803,0.349447,0.040019,0.028670,0.001566,0.915813,2.408219,0.039579,20200706,0.015351,-0.612146,20200203,-0.009715,-1.245458,0.003272,20200706,0.016649,4.087724,20200713,-0.010627,-4.247568,0.011122,20200701,0.054044,3.859354,20200302,-0.017176,-2.544367,0.027265,20190102,0.057514,1.109456,20170525,0.005800,-0.787272,开放式;混合型 ;高风险,20170525
004230,882,0.170800,0.037509,20200429,20200713,0.207700,20170227,20200429,1.311697,0.047553,0.013382,0.003679,0.913043,2.646575,0.060656,20200407,0.008844,-0.854188,20200602,-0.005714,-1.094200,0.001867,20200720,0.005387,1.885448,20200601,-0.011092,-6.940546,0.005429,20200401,0.017019,2.134862,20200506,-0.012276,-3.261204,0.027107,20180102,0.075886,1.799525,20170227,0.022400,-0.173641,开放式;债券型 ;低风险,20170227
004231,911,0.960942,0.256171,20171121,20190103,1.486408,20170116,20200902,1.105412,0.258470,0.206683,0.081526,0.342481,7.287671,0.285528,20200204,0.049267,-0.827453,20170113,-0.149926,-1.525082,0.024112,20200203,0.103318,3.284897,20170112,-0.149926,-7.217873,0.047062,20170601,0.096535,1.051254,20170112,-0.125493,-3.666565,0.352516,20190102,0.511566,0.451186,20180102,-0.193427,-1.548704,开放式;混合型 ;高风险,20091230
004232,911,0.273585,0.188869,20180123,20181018,0.336263,20170113,20200918,0.340126,0.073588,0.128152,0.004386,0.323164,7.723288,0.066223,20200720,0.030021,-0.546674,20200203,-0.048660,-1.734781,0.014909,20180917,0.046656,2.129402,20180205,-0.070219,-5.709892,0.031613,20200701,0.069729,1.205708,20200302,-0.062479,-2.976394,0.187887,20170112,0.193821,0.031582,20180102,-0.144953,-1.771492,开放式;混合型 ;高风险,20090724
004233,911,-0.050737,0.586906,20170112,20181018,1.426636,20181018,20200901,-0.100016,-0.013647,0.436401,0.016788,0.416934,5.986301,0.129567,20190225,0.055627,-0.570666,20170113,-0.513785,-4.965407,0.044594,20200203,0.116160,1.604825,20170112,-0.513785,-12.521355,0.096976,20200701,0.167847,0.730804,20170112,-0.513415,-6.294227,0.476480,20190102,0.463262,-0.027741,20170112,-0.423052,-1.887868,开放式;混合型 ;高风险,20120329
004234,906,0.601771,0.306431,20170119,20181018,1.455254,20181018,20200902,0.615750,0.162701,0.215511,0.047759,0.718477,3.454794,0.218539,20190225,0.048857,-0.776437,20200203,-0.074508,-1.340938,0.024667,20200203,0.096903,2.928417,20180205,-0.106023,-5.298148,0.056377,20190201,0.152758,1.709567,20200302,-0.091242,-2.618424,0.386172,20190102,0.519985,0.346511,20180102,-0.207105,-1.536302,开放式;混合型 ;高风险,20160113
004235,906,0.541375,0.279463,20170119,20181018,1.253644,20181018,20200921,0.514069,0.146372,0.226374,0.045365,0.479365,5.178082,0.212991,20180629,0.057428,-0.730372,20170120,-0.145420,-1.682754,0.024522,20180625,0.092792,2.784054,20170119,-0.145420,-6.930198,0.055553,20190201,0.147525,1.655567,20170119,-0.135988,-3.447896,0.341793,20190102,0.448078,0.310961,20170119,-0.186503,-1.545661,开放式;混合型 ;高风险,20130514
004236,906,0.440503,0.244579,20170119,20181018,1.006624,20181018,20200818,0.449955,0.119099,0.198018,0.030309,0.364881,6.802740,0.174094,20200204,0.035766,-0.794561,20170120,-0.197429,-2.134038,0.023094,20200203,0.079354,2.436194,20170119,-0.197429,-9.549089,0.051233,20200701,0.147359,1.876226,20170119,-0.183841,-4.588314,0.307000,20190102,0.403720,0.315050,20180102,-0.165207,-1.538135,开放式;混合型 ;高风险,20110210
004237,911,-0.063067,0.444338,20170112,20170116,0.776870,20170116,20200901,-0.142706,-0.016964,0.329092,0.011401,0.297033,8.402740,0.106776,20190510,0.030033,-0.718729,20170113,-0.434305,-5.067449,0.034990,20200203,0.047494,0.357372,20170112,-0.434305,-13.412420,0.073853,20190201,0.091056,0.232925,20170112,-0.428213,-6.798150,0.383180,20190102,0.402117,0.049421,20170112,-0.332895,-1.868770,开放式;混合型 ;高风险,20080725
004238,880,0.219400,0.021785,20200430,20200715,0.239400,20170302,20200506,1.229991,0.061224,0.025386,0.004305,0.913811,2.638356,0.065610,20170623,0.046284,-0.294558,20200603,-0.002928,-1.044620,0.003656,20170619,0.046698,11.771306,20200601,-0.008360,-3.286479,0.008142,20170601,0.049169,5.039070,20200601,-0.008036,-1.986969,0.019191,20170302,0.080400,3.189557,20190102,0.042051,1.191242,开放式;债券型 ;低风险,20170302
004241,906,0.740214,0.183268,20180522,20181018,1.228756,20170120,20200713,0.793493,0.200132,0.214409,0.062301,0.744454,3.334247,0.249601,20200204,0.043982,-0.823790,20170120,-0.156502,-1.627009,0.024809,20200203,0.076644,2.089366,20170119,-0.156502,-7.308304,0.049130,20190201,0.117193,1.385370,20170119,-0.141044,-3.870852,0.326280,20190102,0.524982,0.608995,20180102,-0.113196,-1.346929,开放式;股票型 ;高风险,20151103
004242,208,0.102700,0.000961,20180420,20180427,0.102700,20170120,20200930,-0.207542,0.027788,0.010660,0.000855,0.207171,2.750685,0.029243,20200110,0.005839,-0.800338,20180427,-0.000962,-1.032881,0.000318,20180705,0.001912,5.015436,20190314,-0.000935,-3.943006,0.001138,20180705,0.004780,3.201583,20190404,-0.000935,-1.821468,0.010571,20180105,0.035054,2.316017,20190103,0.014098,0.333627,开放式;债券型 ;低风险,20170120
004243,859,-0.394500,0.655360,20181009,20200318,1.150000,20200318,20200608,-0.402715,-0.110002,0.347645,0.022823,0.891079,2.641096,0.151074,20200324,0.139271,-0.078127,20200309,-0.175771,-2.163477,0.038335,20200601,0.151697,2.957089,20200608,-0.161429,-5.210953,0.107453,20200401,0.489684,3.557210,20200302,-0.254242,-3.366087,0.117351,20190102,0.065446,-0.442304,20180102,-0.153094,-2.304573,开放式;股票型 ;高风险,20170228
004244,871,0.042900,0.282598,20180123,20190102,0.417769,20190102,20200714,-0.101971,0.012092,0.175624,0.006441,0.916842,2.602740,0.080258,20190329,0.055587,-0.307399,20200724,-0.053713,-1.669261,0.020065,20180917,0.062392,2.109564,20180205,-0.104269,-6.196691,0.039280,20190201,0.093993,1.392868,20190401,-0.072106,-2.835680,0.252160,20190102,0.283825,0.125574,20180102,-0.211734,-1.839682,开放式;混合型 ;高风险,20170315
004246,905,0.166600,0.018449,20200506,20200714,0.181600,20170118,20200506,2.070405,0.045010,0.007250,0.002933,0.899602,2.756164,0.054160,20200203,0.004103,-0.924236,20200603,-0.002471,-1.045625,0.001215,20190506,0.003465,1.852773,20200601,-0.007652,-7.300423,0.003652,20200401,0.013904,2.807563,20200601,-0.006887,-2.885976,0.007786,20180102,0.051465,5.610154,20170118,0.035900,3.610996,开放式;债券型 ;低风险,20170118
004247,903,0.165300,0.018793,20200506,20200714,0.181300,20170118,20200506,1.988830,0.044659,0.007371,0.002964,0.897614,2.756164,0.054440,20200203,0.004013,-0.926288,20200603,-0.002557,-1.046975,0.001255,20181112,0.004248,2.383714,20200601,-0.007740,-7.165511,0.003673,20200401,0.013560,2.692238,20200601,-0.007145,-2.945431,0.009766,20180102,0.054393,4.569438,20170118,0.035100,2.593985,开放式;债券型 ;低风险,20170118
004249,859,0.586000,0.292248,20180126,20190103,0.844469,20190103,20200818,0.727715,0.165294,0.185916,0.027067,0.905163,2.600000,0.164520,20200706,0.046138,-0.719560,20200203,-0.071750,-1.436118,0.021000,20181029,0.061269,1.917573,20180205,-0.078447,-4.735561,0.047970,20200701,0.143966,2.001178,20200302,-0.082759,-2.725220,0.334768,20190102,0.416667,0.244645,20180102,-0.238405,-1.712152,开放式;混合型 ;高风险,20170316
004250,843,0.584100,0.255948,20171026,20181018,1.078711,20181018,20200901,0.693706,0.170285,0.202225,0.033269,0.929438,2.484931,0.182397,20190225,0.044937,-0.753633,20200203,-0.082916,-1.454588,0.022324,20200203,0.066129,1.962280,20180205,-0.077019,-4.450112,0.051555,20200701,0.168433,2.267037,20200302,-0.091977,-2.784038,0.320875,20190102,0.431434,0.344556,20180102,-0.203540,-1.634328,开放式;混合型 ;高风险,20170427
004252,885,0.415868,0.080376,20180123,20190103,0.429063,20170310,20200902,1.431815,0.115519,0.059728,0.010067,0.966157,2.509589,0.100337,20190722,0.033186,-0.669257,20200203,-0.020520,-1.204509,0.006496,20200706,0.022271,2.428238,20180205,-0.030035,-5.623435,0.016091,20200701,0.064081,2.982342,20181008,-0.025818,-2.604432,0.125740,20190102,0.191120,0.519966,20180102,-0.056290,-1.447668,开放式;混合型 ;高风险,20161223
004253,841,0.395431,0.121055,20200224,20200317,0.667337,20180817,20200807,0.718789,0.115744,0.119289,0.024838,0.718803,3.205479,0.157602,20200324,0.049791,-0.684070,20200812,-0.060647,-1.384813,0.014437,20200323,0.076814,4.320718,20200810,-0.057492,-4.982348,0.029345,20190801,0.118691,3.044677,20191101,-0.034906,-2.189514,0.108025,20190102,0.180977,0.675323,20170502,-0.024615,-1.227867,开放式;ETF联接基金 ;高风险,20160413
004254,547,0.206279,0.010835,20200506,20200925,0.208879,20170428,20200923,2.128456,0.060185,0.014182,0.003116,0.601760,2.490411,0.055822,20200929,0.006855,-0.877197,20200925,-0.010344,-1.185309,0.001253,20181203,0.003921,2.128894,20200921,-0.010262,-9.189494,0.003521,20190102,0.014540,3.129898,20200601,-0.003069,-1.871576,0.024139,20180105,0.073858,2.059694,20170428,0.026097,0.081127,开放式;债券型 ;低风险,20170425
004255,547,0.197680,0.012231,20200506,20200925,0.201780,20170428,20200506,1.923431,0.057676,0.014389,0.002919,0.601760,2.490411,0.054027,20200929,0.007074,-0.869071,20200925,-0.010584,-1.195907,0.001285,20190102,0.003991,2.106427,20200921,-0.010584,-9.239202,0.003600,20190102,0.014783,3.105923,20200601,-0.003421,-1.950218,0.024103,20180105,0.071575,1.969537,20170428,0.023998,-0.004371,开放式;债券型 ;低风险,20170425
004256,60,0.000000,0.000000,19700101,19700101,0.000000,19700101,19700101,-inf,0.000000,0.000000,0.000000,0.382166,0.430137,0.000000,20170428,0.000000,nan,20170428,0.000000,nan,0.000000,20170427,0.000000,nan,20170427,0.000000,nan,0.000000,20170427,0.000000,nan,20170427,0.000000,nan,0.000000,20170427,-999999.000000,0.000000,20170427,999999.000000,0.000000,开放式;债券型 ;低风险,20170425
004258,850,0.336566,0.042288,20180123,20180705,0.357564,20170210,20200901,1.388735,0.092505,0.045009,0.007798,0.864700,2.693151,0.088308,20190808,0.010748,-0.878290,20200203,-0.016343,-1.185069,0.005117,20200203,0.016109,2.148304,20180205,-0.030464,-6.954008,0.012023,20200701,0.040329,2.354195,20200302,-0.016558,-2.377115,0.057870,20190102,0.120760,1.086742,20180102,0.005124,-0.911458,开放式;混合型 ;高风险,20170210
004259,850,0.332367,0.042687,20180123,20180705,0.353465,20170210,20200901,1.361340,0.091351,0.045066,0.007601,0.864700,2.693151,0.087184,20190808,0.010774,-0.876418,20200203,-0.016554,-1.189879,0.005126,20200203,0.016241,2.168567,20180205,-0.030492,-6.948982,0.012050,20200701,0.040289,2.343598,20200302,-0.016686,-2.384741,0.057988,20190102,0.119777,1.065559,20180102,0.003915,-0.932480,开放式;混合型 ;高风险,20170210
004260,861,0.102000,0.362513,20171113,20190110,0.490711,20190102,20200902,-0.007589,0.028794,0.158981,0.009898,0.901571,2.616438,0.099488,20190225,0.049065,-0.506824,20190506,-0.057478,-1.577736,0.017999,20181029,0.067732,2.763085,20180205,-0.094809,-6.267437,0.034364,20190201,0.117870,2.430039,20181203,-0.075860,-3.207556,0.305033,20190102,0.289445,-0.051100,20180102,-0.311460,-2.021073,开放式;混合型 ;高风险,20170310
004263,820,1.137000,0.187943,20180725,20181029,1.310621,20170519,20200807,1.389983,0.334952,0.219392,0.089157,0.917226,2.449315,0.298591,20181102,0.044083,-0.852362,20200203,-0.062396,-1.208966,0.025323,20181029,0.094236,2.721375,20180205,-0.098141,-4.875601,0.052149,20200701,0.155831,1.988205,20200302,-0.085319,-2.636066,0.289926,20190102,0.490756,0.692696,20180102,-0.080182,-1.276559,开放式;混合型 ;高风险,20170510
004264,847,0.152285,0.016602,20200423,20200713,0.168383,20170324,20200423,1.511093,0.043222,0.008750,0.002733,0.900106,2.578082,0.052279,20180418,0.005464,-0.895484,20200602,-0.002497,-1.047755,0.001300,20180319,0.005043,2.878684,20200601,-0.007145,-6.495450,0.003919,20200401,0.010991,1.804329,20200506,-0.005906,-2.506790,0.027817,20180102,0.072934,1.621895,20170324,0.018398,-0.338607,开放式;债券型 ;低风险,20170324
004265,403,0.293671,0.083819,20200225,20200323,0.306669,20170629,20200818,0.707209,0.090151,0.085054,0.009903,0.476923,2.315068,0.099516,20190322,0.018354,-0.815563,20200203,-0.033363,-1.335254,0.006264,20200203,0.037454,4.979377,20200224,-0.028675,-5.577815,0.018715,20200203,0.061051,2.262238,20200302,-0.049252,-3.631757,0.079850,20190102,0.159488,0.997355,20170629,0.002300,-0.971199,开放式;混合型 ;高风险,20170628
004266,809,0.482600,0.206851,20180607,20190103,0.706064,20190103,20200901,0.835616,0.140582,0.132336,0.017303,0.890969,2.487671,0.131541,20200706,0.047009,-0.642626,20200203,-0.061477,-1.467358,0.014385,20200629,0.062581,3.350586,20180813,-0.045987,-4.196960,0.037412,20200701,0.137563,2.677030,20200302,-0.066586,-2.779829,0.200098,20190102,0.231522,0.157042,20180102,-0.161960,-1.809404,开放式;混合型 ;高风险,20170426
004267,905,0.342900,0.113010,20170906,20190102,0.466995,20190102,20200713,0.601532,0.092779,0.104365,0.009712,0.410431,6.041096,0.098549,20170207,0.070400,-0.285632,20200716,-0.041273,-1.418804,0.014069,20170206,0.075700,4.380455,20200713,-0.070570,-6.015846,0.028923,20170203,0.083100,1.873171,20200302,-0.040574,-2.402857,0.157950,20190102,0.239852,0.518532,20180102,-0.074256,-1.470123,开放式;债券型 ;低风险,20120309
