code,nums,totalReturn,maxDrawDown,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,maxupday,permaxupday,maxdownday,permaxdownday,maxupweek,permaxupweek,maxdownweek,permaxdownweek,maxupmonth,permaxupmonth,maxdownmonth,permaxdownmonth,maxupyear,permaxupyear,maxdownyear,permaxdownyear,tags,createtime,mddStart,mddEnd
001416,1270,0.124639,0.463556,-0.027075,0.023498,0.240131,0.013370,0.931085,3.736986,20160302,0.044760,20200203,-0.080144,20200203,0.084525,20160125,-0.084584,20200701,0.138432,20160104,-0.192539,20190102,0.491560,20180102,-0.352113,开放式;股票型 ;高风险,20150609,20150612,20190103
001417,1250,0.957916,0.322607,0.622255,0.181254,0.243074,0.092095,0.922509,3.712329,20150717,0.054765,20150821,-0.072314,20181029,0.099884,20180813,-0.068738,20200701,0.162060,20160104,-0.172301,20190102,0.503632,20160104,-0.101418,开放式;混合型 ;高风险,20150618,20180716,20190103
001418,1298,0.555000,0.071856,1.344139,0.104852,0.055688,0.025853,0.956522,3.717808,20190225,0.034864,20190308,-0.028986,20200629,0.037868,20180205,-0.030796,20190201,0.089059,20180201,-0.018949,20190102,0.252011,20180102,-0.008731,开放式;混合型 ;高风险,20150616,20180205,20180702
001419,1298,0.599000,0.263844,0.714760,0.113165,0.116354,0.020786,0.956522,3.717808,20190225,0.050524,20190506,-0.052097,20181029,0.055496,20180205,-0.099084,20200701,0.114708,20181203,-0.062500,20190102,0.402099,20180102,-0.207792,开放式;混合型 ;高风险,20150616,20180124,20190103
001420,1250,0.386700,0.303973,0.204686,0.073437,0.212212,0.016357,0.926612,3.695890,20190225,0.056738,20150821,-0.123464,20151102,0.095656,20180205,-0.089390,20200701,0.115041,20160104,-0.143981,20190102,0.348665,20180102,-0.273085,开放式;股票型 ;高风险,20150624,20171113,20190102
001421,1252,0.373000,0.437455,0.151543,0.070983,0.270436,0.023113,0.931548,3.682192,20150916,0.062982,20150821,-0.108992,20200203,0.129588,20180205,-0.103535,20190201,0.178792,20160104,-0.183027,20190102,0.281407,20180102,-0.318607,开放式;股票型 ;高风险,20150629,20161122,20181018
001422,1294,0.400000,0.022796,2.205339,0.075687,0.020716,0.010868,0.952872,3.720548,20190722,0.013190,20200724,-0.008740,20200203,0.011792,20161212,-0.010338,20200701,0.036172,20200302,-0.009909,20190102,0.096137,20150619,0.024000,开放式;混合型 ;高风险,20150615,20200305,20200323
001423,1294,0.383000,0.023886,2.023784,0.072470,0.020986,0.010284,0.952872,3.720548,20190722,0.013322,20200724,-0.008843,20200203,0.011924,20161212,-0.009488,20200701,0.035823,20200302,-0.010786,20190102,0.093420,20150619,0.018900,开放式;混合型 ;高风险,20150615,20200305,20200319
001424,1291,0.954500,0.197954,1.230687,0.181266,0.122911,0.080760,0.957005,3.695890,20190225,0.041877,20200203,-0.078496,20200203,0.072456,20200224,-0.060224,20200701,0.132563,20200302,-0.143056,20190102,0.385602,20150626,-0.003000,开放式;混合型 ;高风险,20150624,20200221,20200323
001425,1276,0.952000,0.197985,1.189636,0.180791,0.126754,0.083755,0.945886,3.695890,20190211,0.072508,20200203,-0.078542,20200203,0.072503,20200224,-0.060212,20200701,0.132527,20200302,-0.143152,20190102,0.401791,20150626,-0.007000,开放式;混合型 ;高风险,20150624,20200221,20200323
001426,1250,0.360800,0.307069,0.181445,0.068518,0.212286,0.015212,0.926612,3.695890,20190225,0.056699,20150821,-0.123626,20151102,0.095629,20180205,-0.089454,20200701,0.114673,20160104,-0.144152,20190102,0.343302,20180102,-0.275883,开放式;股票型 ;高风险,20150624,20171113,20190102
001427,1299,0.382382,0.108495,0.751343,0.072204,0.056171,0.008181,0.953744,3.731507,20190225,0.024514,20181011,-0.023658,20181029,0.036011,20180813,-0.026840,20190201,0.069581,20181203,-0.030169,20190102,0.159982,20180102,-0.067406,开放式;混合型 ;高风险,20150611,20180725,20181018
